max_rpm,energy,duration,speed,weight
1017,2332,0.29,53.2,15745
226,367,0.217,63.9,3473
138,539,0.567,26.2,2006
3065,6018,0.28,53.2,47581
193,347,0.23,69.2,2817
1619,3674,0.332,48.9,23873
4690,7440,0.193,71.2,71603
303,658,0.285,50.6,4524
1789,4972,0.36,40.0,26996
174,640,0.442,37.3,2721
1472,3434,0.323,47.0,21222
254,2465,1.336,12.1,3797
2463,3477,0.211,70.2,35595
447,599,0.182,86.1,6498
782,2121,0.343,41.9,12255
1350,11482,1.148,14.1,20866
251,299,0.15,98.8,3908
2506,8479,0.472,33.7,36395
451,2311,0.667,21.4,6534
1784,4861,0.36,43.3,26691
237,388,0.192,76.5,3714
1896,5524,0.373,36.5,29520
227,424,0.239,61.7,3302
734,1694,0.32,47.4,10560
340,1802,0.677,20.6,5260
2369,6432,0.354,39.7,37367
365,540,0.198,75.2,5574
4000,7635,0.223,65.1,62956
4509,22065,0.713,20.8,65494
287,1201,0.603,24.7,4312
1492,2420,0.206,67.7,22076
186,241,0.169,83.2,2818
607,1713,0.387,41.5,9252
2111,3535,0.22,63.6,32579
1806,8103,0.611,25.4,26385
1565,4551,0.388,38.0,23034
397,4459,1.387,11.8,6040
574,743,0.173,79.1,8775
189,537,0.347,46.1,2991
2124,3189,0.179,83.5,33314
969,1406,0.183,73.8,14358
2136,2570,0.169,84.6,32003
350,1059,0.412,35.7,5296
489,1964,0.542,26.7,7116
493,595,0.15,97.5,7393
145,255,0.218,74.6,2211
489,661,0.171,85.1,7593
3187,33524,1.32,11.2,46325
4494,12448,0.377,41.9,66913
971,1676,0.207,76.9,15186
803,5106,0.808,17.0,11882
149,311,0.256,61.1,2256
4285,10518,0.307,48.6,62340
146,1261,1.2,11.6,2104
5424,17310,0.458,31.2,80562
924,2573,0.383,35.6,13557
485,2964,0.727,20.1,7620
4986,8467,0.213,66.8,74344
150,489,0.46,31.8,2200
1296,3852,0.436,35.0,19447
1152,1482,0.173,90.8,17125
326,690,0.294,52.0,4716
692,1684,0.343,45.3,10707
1641,2909,0.214,75.1,25657
2336,2886,0.175,91.9,34387
138,1354,1.312,12.3,2005
5389,9966,0.277,50.3,78111
257,447,0.219,65.0,3806
343,1014,0.388,38.7,4987
381,502,0.183,79.5,5606
148,169,0.143,97.4,2318
221,229,0.151,94.9,3236
6117,25169,0.484,33.9,94800
445,1740,0.479,30.4,6863
207,254,0.153,96.2,3139
198,372,0.264,51.3,3039
2185,8211,0.545,28.7,33371
3649,5763,0.2,73.6,56613
356,984,0.388,35.6,5464
137,552,0.482,34.1,2170
318,418,0.178,89.1,4786
170,768,0.637,24.6,2494
207,1420,1.037,15.8,2997
744,2557,0.43,34.2,10818
325,649,0.242,64.6,4916
1026,4669,0.67,21.1,15052
351,774,0.297,52.4,5391
5048,7897,0.204,66.5,79245
4695,5334,0.161,86.4,69215
1242,4805,0.481,30.7,18366
549,676,0.162,83.6,8001
599,2316,0.478,31.1,8883
644,1144,0.213,70.9,10017
2377,5703,0.315,48.8,34448
790,4131,0.679,20.3,11704
3923,5791,0.189,74.3,57093
5503,21589,0.518,29.6,80356
486,2085,0.598,25.9,7443
1144,2966,0.321,42.2,17932
187,319,0.22,68.8,2900
280,1226,0.51,31.1,4381
654,2609,0.517,26.5,10080
297,2751,1.353,10.9,4480
4280,8115,0.276,52.4,61699
256,672,0.334,48.6,3714
809,2940,0.453,31.0,11890
1357,10899,0.975,14.8,21384
1965,4545,0.333,48.6,29956
607,724,0.179,80.9,8950
3846,6055,0.203,74.4,59924
1268,1579,0.155,87.5,18475
774,9078,1.515,10.9,11161
170,232,0.165,97.0,2601
838,2386,0.378,40.7,12317
3190,3668,0.138,99.1,49594
1503,4473,0.419,32.7,22136
3292,6776,0.289,52.4,51861
888,2567,0.343,41.9,13814
216,548,0.366,42.0,3179
143,196,0.178,85.8,2109
442,701,0.208,77.2,6549
2040,2064,0.144,99.3,30682
2986,4828,0.234,65.2,44020
435,940,0.306,51.7,6360
970,6043,0.827,18.1,13903
719,756,0.16,99.7,10387
683,1139,0.233,59.6,9965
336,548,0.215,73.0,4944
229,558,0.35,46.6,3409
276,487,0.244,59.3,4317
160,186,0.154,94.8,2483
298,1144,0.551,25.0,4341
142,453,0.425,36.3,2073
1568,8143,0.64,23.7,23266
456,520,0.168,81.3,6895
5717,49174,1.011,15.6,90027
279,1940,0.922,17.3,4267
511,1758,0.44,36.9,7737
539,1167,0.269,56.3,8109
143,334,0.319,46.6,2067
3415,28167,1.149,14.0,53311
151,160,0.153,96.2,2266
5205,6760,0.162,95.8,79134
4584,13538,0.437,35.1,65559
1122,1587,0.193,75.8,16250
1111,1832,0.222,62.1,16771
1806,5360,0.432,31.4,25809
606,2115,0.44,33.6,9091
1621,3628,0.276,54.2,25155
159,410,0.335,47.7,2382
160,490,0.407,36.2,2470
808,980,0.173,82.7,11963
1194,2404,0.279,53.3,17172
4421,7068,0.206,68.9,64477
196,778,0.509,27.0,3011
3263,6519,0.239,58.0,49967
290,768,0.374,38.6,4548
609,1212,0.236,57.4,9344
441,632,0.176,80.3,6901
637,1022,0.2,79.2,9569
245,590,0.339,41.9,3603
980,1370,0.191,72.5,14341
2933,4207,0.173,94.7,46025
738,1371,0.232,66.3,11250
889,3859,0.586,23.4,13632
3543,5134,0.192,71.2,55342
2082,12896,0.789,19.4,31666
890,1264,0.171,88.5,13623
370,656,0.243,56.5,5480
4413,9817,0.317,44.7,63752
1268,11100,1.076,15.1,19114
324,846,0.344,44.3,4750
368,454,0.162,91.3,5731
3208,25289,1.199,11.9,46294
152,327,0.264,52.7,2377
6264,7377,0.157,93.8,96953
213,543,0.357,45.5,3330
2945,6472,0.281,48.5,45032
627,1199,0.265,62.1,9370
959,1814,0.273,51.7,13717
4302,18261,0.585,25.2,62694
662,6132,1.168,11.7,10058
1100,1838,0.235,64.9,16376
163,178,0.161,92.9,2425
138,787,0.792,19.6,2018
355,1238,0.522,29.0,5211
1924,5053,0.339,43.3,28662
217,333,0.19,82.8,3214
213,638,0.397,34.2,3121
641,806,0.169,89.4,9982
1630,10933,0.926,14.9,25216
2202,2399,0.156,94.7,32420
277,498,0.263,60.5,4019
180,264,0.201,69.3,2730
5533,13779,0.378,43.1,79202
359,601,0.201,80.4,5544
3724,17901,0.59,25.0,56343
3860,28146,0.939,14.4,58624
2855,6520,0.348,45.6,41069
252,381,0.186,86.8,3871
3310,4087,0.18,77.9,49801
2618,5367,0.287,56.5,40547
1379,2631,0.264,61.5,20646
516,2536,0.688,21.7,7480
365,502,0.186,85.7,5585
221,275,0.184,80.8,3221
1019,1490,0.22,69.1,14692
1259,2944,0.278,52.0,19741
557,572,0.144,96.8,8157
835,1070,0.177,89.1,12842
534,821,0.199,68.0,8291
1653,3905,0.351,43.5,24551
4623,8500,0.245,65.6,67958
250,413,0.229,61.8,3797
565,1445,0.319,45.5,8892
240,720,0.406,37.6,3470
1572,3738,0.305,46.6,23056
2255,4261,0.26,61.7,34622
5106,11439,0.301,48.5,76616
378,1470,0.452,33.7,5954
5398,7771,0.181,78.5,82301
171,330,0.236,57.8,2561
1413,10007,0.871,16.1,21160
161,404,0.316,43.1,2500
4521,5227,0.166,89.6,65997
1038,1634,0.196,78.0,15891
1843,4972,0.349,39.1,27430
3370,3839,0.146,94.4,51742
238,1656,0.885,16.9,3600
150,195,0.165,96.5,2325
4206,14971,0.479,32.1,62261
453,4303,1.277,10.8,6856
210,496,0.33,49.0,3312
794,2576,0.384,42.3,12500
1380,2757,0.247,58.5,20774
145,216,0.188,81.7,2257
394,487,0.175,85.8,5862
150,364,0.354,46.1,2273
701,1438,0.309,48.7,10355
4622,21293,0.702,23.3,66340
6247,44833,0.987,14.3,93438
1657,2433,0.215,67.7,24174
257,1798,1.003,15.8,3763
4807,7498,0.208,76.0,69189
975,2206,0.268,58.5,15070
251,990,0.577,27.9,3649
5107,9744,0.267,58.6,73623
2553,12377,0.582,26.5,38721
2290,5716,0.301,49.5,35008
2233,2827,0.182,82.0,32055
295,602,0.285,51.6,4379
300,1422,0.657,23.4,4565
2026,2693,0.196,75.1,29540
308,1218,0.52,26.8,4724
717,973,0.181,76.5,11125
2853,6845,0.306,53.1,42621
2882,5432,0.267,50.8,42947
810,983,0.159,86.6,11778
2944,4270,0.201,73.8,44354
3657,29860,1.102,13.0,53189
1694,5345,0.402,36.7,25910
328,396,0.157,88.4,4887
378,3257,1.193,11.6,5842
451,882,0.269,59.1,6853
218,313,0.209,75.5,3158
377,618,0.209,66.0,5822
312,410,0.198,78.4,4539
774,1212,0.204,75.3,11874
4442,6937,0.216,72.3,69893
192,258,0.178,83.9,3009
2286,3647,0.21,68.1,33476
1914,4844,0.335,46.2,29424
196,387,0.279,52.5,2908
5022,7180,0.19,74.5,73867
1213,1605,0.166,88.9,18486
551,1805,0.458,34.5,8298
2547,6776,0.366,40.8,38580
381,432,0.154,93.8,5473
1973,4246,0.258,62.1,30149
150,681,0.618,26.1,2336
3509,5836,0.212,69.7,53353
782,920,0.147,99.2,11546
1641,2184,0.182,84.1,24140
330,405,0.177,77.1,4752
1956,7920,0.542,28.7,28272
2677,3315,0.178,88.9,41024
845,1586,0.256,57.3,12735
1531,1661,0.156,90.0,22414
827,1928,0.342,39.7,11921
4333,30580,0.989,15.6,66079
929,1988,0.271,52.8,14024
3733,12760,0.434,34.3,53856
3021,4426,0.197,74.4,45973
663,661,0.146,96.1,9964
341,534,0.208,72.2,4919
672,817,0.166,89.8,9793
3291,8013,0.303,50.8,50669
319,450,0.179,79.4,4872
1022,1385,0.165,85.9,15560
3251,4683,0.216,74.0,46834
557,1042,0.28,55.7,7972
1689,2847,0.238,66.3,24667
347,495,0.19,73.0,5228
194,719,0.432,32.8,3066
3041,4444,0.184,82.9,44736
194,266,0.168,95.5,2945
390,851,0.312,51.9,5782
3822,6492,0.219,73.1,56732
516,676,0.179,76.3,7756
6266,11209,0.229,69.6,89992
5864,11907,0.273,59.2,92378
388,405,0.153,89.3,5712
155,367,0.293,50.4,2347
2147,16042,0.975,15.5,31543
791,1025,0.165,86.0,11674
188,294,0.213,70.7,2966
2077,3205,0.187,86.4,31848
145,838,0.717,22.5,2259
3878,39627,1.278,12.8,60182
234,277,0.159,94.1,3440
213,1095,0.632,23.3,3291
264,365,0.187,82.9,3976
5562,6956,0.175,84.1,85603
2023,2802,0.185,73.8,30109
3132,17321,0.718,21.8,45976
621,902,0.205,70.1,9475
502,533,0.152,90.0,7454
344,730,0.281,48.3,5005
838,2158,0.345,47.2,13111
1179,2312,0.286,49.9,17320
1550,10884,0.853,17.4,23680
350,461,0.181,90.3,5468
5478,6693,0.169,88.2,81802
251,263,0.138,99.8,3885
6015,10521,0.242,62.7,87427
134,182,0.177,77.6,2119
840,3470,0.488,28.2,13135
492,870,0.229,70.1,7369
779,1181,0.21,68.5,11589
1271,1544,0.171,91.1,18645
715,974,0.177,84.8,10992
698,689,0.15,94.5,10135
2449,3255,0.171,88.2,35148
1950,2148,0.155,88.2,29262
3562,25019,0.924,15.7,52087
355,490,0.175,86.1,5317
1384,2536,0.219,64.7,21707
1292,3222,0.35,44.2,19735
543,3873,0.905,15.1,8495
936,1293,0.211,71.0,13391
442,1432,0.396,39.5,6825
235,493,0.284,52.1,3483
301,485,0.226,71.4,4616
204,263,0.167,92.1,3022
1873,2716,0.194,84.3,28943
1818,3474,0.284,50.6,26520
5281,14860,0.363,44.9,82429
2406,7978,0.485,31.6,34732
169,483,0.362,43.5,2451
4314,25054,0.811,20.0,63582
3727,4611,0.156,97.4,58437
733,1610,0.261,61.7,11329
1366,6811,0.703,21.5,19787
5841,16209,0.366,41.8,91066
1033,1873,0.25,59.2,16047
4623,9029,0.24,58.0,69046
180,1685,1.149,13.2,2767
273,342,0.172,95.6,4223
753,2471,0.456,34.8,11216
1296,14659,1.374,11.5,19702
3131,22437,0.914,16.9,48727
6389,11289,0.234,62.2,95511
603,2947,0.625,22.4,9155
164,1305,1.03,13.8,2407
2941,7648,0.306,44.2,45940
1435,2650,0.235,66.0,21274
288,1876,0.794,20.1,4348
915,2761,0.375,38.2,13858
2367,4801,0.289,47.6,36491
2587,11204,0.596,24.4,40732
974,1968,0.259,55.5,14121
432,2512,0.841,17.7,6600
6124,48129,1.007,14.2,90237
1866,3665,0.256,56.8,26795
662,2437,0.502,32.3,9876
395,2270,0.78,18.6,5991
2274,5399,0.329,48.2,34926
358,390,0.166,92.4,5158
265,396,0.193,75.2,3915
1077,1390,0.191,83.4,15892
411,584,0.173,88.5,6218
1614,1557,0.139,97.5,23416
216,292,0.174,78.7,3172
1691,2876,0.243,64.8,25927
407,1055,0.346,42.9,6058
132,542,0.559,26.3,2001
208,288,0.194,71.8,3286
5300,5581,0.14,99.5,77128
3818,9889,0.305,52.1,59516
332,478,0.213,75.1,4987
2755,5577,0.278,54.6,42020
1418,3312,0.294,48.9,21625
5935,16647,0.347,46.9,89241
603,1122,0.277,55.4,8625
1899,4855,0.369,43.0,28761
165,201,0.175,77.4,2564
635,744,0.167,88.7,9424
5634,7146,0.18,89.5,86801
1054,3810,0.476,30.5,16471
392,527,0.173,90.6,6167
203,605,0.38,40.7,3201
2075,5369,0.369,37.8,31354
1649,2596,0.21,75.4,24924
557,1439,0.37,37.4,8636
5658,41546,1.062,14.8,82537
140,401,0.378,43.6,2181
455,662,0.219,74.9,6562
4938,15738,0.403,39.4,73434
445,747,0.227,66.7,7019
374,630,0.224,69.4,5365
1057,1658,0.206,76.0,16167
3329,3725,0.149,90.7,50193
195,434,0.282,48.9,2994
5456,22260,0.612,25.0,80019
2986,7174,0.349,38.7,44857
260,651,0.332,48.9,4064
2075,3212,0.202,74.3,32412
614,5674,1.277,11.2,9017
626,1908,0.382,38.4,9649
2752,3859,0.2,80.2,42836
5763,10918,0.231,70.4,86451
225,280,0.183,75.9,3282
675,938,0.191,83.1,10367
855,1342,0.189,80.5,13126
600,839,0.214,71.4,8717
532,1452,0.32,49.6,8280
165,160,0.144,98.5,2453
2036,3329,0.247,61.2,29223
759,2673,0.512,28.2,11019
273,802,0.379,36.4,4285
3187,4661,0.191,72.4,48690
2969,3173,0.149,93.2,46190
934,3607,0.588,26.1,13408
449,2311,0.794,17.4,6428
1575,1965,0.17,89.3,24273
418,553,0.165,92.4,6174
347,1144,0.465,34.9,5035
2261,6417,0.35,44.0,34845
151,260,0.237,69.4,2341
183,452,0.342,39.7,2897
135,182,0.176,88.9,2053
252,1335,0.69,19.7,3638
181,1653,1.169,13.4,2619
6313,25295,0.51,28.8,98371
400,1272,0.429,35.7,6190
236,1182,0.716,20.2,3586
351,2330,0.878,15.9,5134
5250,7480,0.201,78.0,77889
1021,5349,0.654,24.8,15302
560,647,0.152,92.3,8333
3898,12315,0.377,43.1,60939
623,940,0.198,70.4,9377
518,2027,0.519,30.3,7416
287,1117,0.518,31.6,4499
585,990,0.226,61.7,8767
450,764,0.245,60.5,6903
1894,2648,0.183,79.2,28297
416,586,0.188,78.2,6209
1285,2251,0.224,70.4,19128
178,415,0.307,50.4,2588
278,394,0.182,90.2,4226
657,954,0.213,66.0,9844
4954,6444,0.153,99.1,78140
600,700,0.177,83.7,8749
1748,16561,1.162,14.0,26870
373,940,0.348,38.9,5425
214,468,0.268,61.5,3287
159,248,0.199,74.9,2514
425,878,0.258,59.5,6605
259,325,0.181,80.8,3705
258,938,0.453,35.4,3950
2512,10664,0.572,26.6,39222
136,1158,1.043,14.9,2127
1159,2086,0.251,61.6,17730
561,934,0.203,72.0,8825
968,2426,0.349,39.4,14509
1171,2109,0.244,65.2,18082
455,3539,0.978,14.7,6814
407,2856,0.847,18.9,6344
2332,3832,0.209,73.2,35241
4068,11067,0.338,43.1,60437
270,429,0.217,70.4,4248
193,254,0.182,84.9,2930
4381,5788,0.18,86.7,67043
510,2365,0.626,25.5,7861
1164,2169,0.26,53.8,17286
549,911,0.215,76.1,8163
220,288,0.185,79.7,3271
1291,1914,0.199,80.6,20057
1017,3669,0.464,30.5,15603
286,1032,0.497,27.3,4424
784,1374,0.241,63.1,11714
3000,3886,0.189,76.7,45187
1320,4666,0.425,38.7,20144
200,1001,0.711,19.4,2922
1091,1671,0.183,74.5,17064
2182,5798,0.369,37.0,31258
2849,11907,0.567,25.0,44443
1605,7194,0.654,23.3,23435
239,739,0.392,38.3,3634
2223,4039,0.23,63.3,32180
1806,4317,0.326,42.3,28301
144,1216,1.197,11.9,2200
656,3673,0.751,18.7,10013
514,1567,0.435,36.1,7357
1917,3324,0.228,69.4,27437
300,1942,0.839,18.9,4658
1362,2498,0.271,60.5,20179
4764,29990,0.777,20.8,71209
2918,11405,0.516,29.0,45339
4740,21982,0.578,25.5,73545
6428,48089,1.012,16.1,91935
138,206,0.218,70.4,2085
1466,2863,0.278,51.7,22858
651,826,0.179,84.8,10056
3763,27492,0.872,18.9,57795
357,1976,0.697,23.0,5356
6088,16414,0.382,37.6,92847
1464,2339,0.207,78.9,22064
2873,9990,0.438,37.5,44588
183,381,0.304,46.8,2795
261,880,0.436,37.1,4099
2691,18995,0.938,17.2,38862
140,147,0.144,94.5,2179
3340,6828,0.261,59.4,48851
138,194,0.178,80.9,2112
1738,2641,0.224,69.3,26149
544,1289,0.289,56.3,8342
1486,8203,0.83,18.1,21874
2099,3564,0.217,67.8,30448
498,2503,0.678,24.0,7636
198,550,0.347,47.3,3051
178,285,0.205,66.6,2626
1294,1937,0.202,80.4,20026
1036,1428,0.192,71.7,15332
2333,3764,0.206,70.4,36476
991,5034,0.674,23.4,14691
697,1924,0.385,41.2,10441
608,5896,1.131,13.9,9492
150,211,0.182,74.8,2218
492,515,0.145,95.7,7432
5898,22601,0.483,33.8,91045
4005,23117,0.768,17.9,60978
483,1011,0.26,52.8,7254
1274,1769,0.184,87.1,19937
3836,6666,0.258,59.7,55025
761,5233,1.024,14.2,11239
137,168,0.143,97.7,2145
184,248,0.191,84.6,2676
964,5241,0.754,21.8,14728
5972,6503,0.147,93.0,88731
1962,4327,0.3,50.6,30114
180,410,0.329,43.5,2639
285,666,0.311,51.5,4195
2739,3194,0.171,85.1,40877
3492,6076,0.226,69.4,53778
1457,10800,0.986,15.3,22411
1639,1969,0.157,96.2,24882
143,743,0.69,23.3,2234
3353,5013,0.193,77.1,51130
2965,4772,0.238,67.3,43680
379,1458,0.543,26.9,5509
2097,8379,0.553,25.4,31992
300,385,0.168,88.3,4635
161,360,0.314,47.8,2341
304,488,0.217,68.9,4392
265,593,0.288,55.4,4022
476,741,0.201,75.5,7496
698,1464,0.304,53.1,10279
1002,3116,0.419,35.9,14622
819,2342,0.332,42.7,12912
388,429,0.159,87.3,5766
150,316,0.309,52.1,2241
1405,4756,0.468,29.2,21334
642,680,0.147,94.1,9405
425,518,0.168,81.7,6433
4031,31194,0.984,15.0,59420
2479,2801,0.151,99.9,37129
3725,5085,0.187,72.5,57325
934,4656,0.616,24.4,13867
227,723,0.468,31.3,3337
2127,3081,0.219,72.3,30471
294,423,0.199,80.2,4478
716,2538,0.494,31.5,11237
180,610,0.45,33.1,2579
3407,9133,0.376,37.6,50489
227,430,0.251,63.8,3273
4382,20548,0.57,25.5,68448
3857,20936,0.752,19.4,58793
790,1412,0.229,71.1,12312
2534,3785,0.205,80.1,36786
1561,3563,0.294,55.1,22565
3086,8082,0.386,42.7,46284
699,1718,0.329,48.9,10830
2776,8086,0.347,45.0,43260
821,862,0.149,96.4,12210
5295,7609,0.207,79.1,79378
911,3821,0.561,28.7,13407
798,1873,0.319,44.6,12218
2847,5439,0.254,59.0,43136
3158,5569,0.21,65.2,49758
1179,2757,0.314,52.1,17502
267,372,0.184,82.9,4041
865,1072,0.18,79.1,12466
5967,12109,0.259,55.5,88258
2510,3772,0.189,86.9,38047
3109,4472,0.198,77.6,47771
157,202,0.184,80.1,2274
791,1029,0.156,96.1,12471
1644,4949,0.406,34.0,25096
3580,10154,0.403,34.1,51431
164,200,0.17,90.0,2425
3755,4949,0.189,79.5,56143
1105,1291,0.156,93.4,17090
298,2224,0.969,15.7,4327
447,712,0.206,66.5,6918
391,2120,0.71,23.0,6025
1031,1930,0.26,55.4,15956
157,653,0.571,24.0,2448
259,1099,0.651,21.5,3718
3236,26955,1.243,11.1,48058
227,352,0.21,66.7,3359
347,852,0.349,42.3,4983
764,4542,0.807,19.5,11784
958,3043,0.367,39.1,15121
2670,11413,0.587,25.2,39662
767,1046,0.172,94.8,11508
2923,7677,0.371,38.8,43952
1432,4229,0.397,40.1,22468
206,257,0.163,85.6,3113
240,341,0.205,68.3,3686
720,1004,0.201,73.9,11054
612,926,0.211,67.2,9447
2403,2950,0.17,95.2,36668
1273,4649,0.477,28.6,19394
597,731,0.154,99.0,9129
272,338,0.181,84.8,3900
337,500,0.217,63.0,4857
1276,2280,0.225,69.6,19001
732,1065,0.218,68.4,10481
1048,7974,1.027,15.3,14992
256,1142,0.539,29.6,3899
1773,1897,0.15,96.5,26747
3916,6631,0.257,58.1,56165
369,974,0.324,44.1,5486
885,1171,0.179,78.6,13680
6172,10242,0.236,57.2,90870
476,5379,1.465,11.2,7365
1345,1886,0.194,76.3,20511
184,278,0.178,75.9,2846
1390,5291,0.544,24.9,21410
179,210,0.149,96.1,2839
5900,19331,0.449,30.2,85259
2147,4664,0.286,51.2,32879
2790,14762,0.673,20.3,43660
2008,3652,0.212,64.3,31425
1346,3825,0.354,43.8,20089
813,2170,0.388,41.8,11625
3694,5063,0.174,84.4,57461
5405,56034,1.474,10.9,84462
933,1148,0.166,81.8,14088
5132,9196,0.258,61.4,76503
1279,1415,0.139,98.7,19592
1073,1970,0.254,63.0,16433
783,6694,1.078,15.0,11835
296,2377,1.089,14.6,4535
140,196,0.178,89.5,2029
327,450,0.177,85.7,5144
953,2726,0.348,41.1,14690
607,1066,0.235,65.6,8842
796,1735,0.274,54.1,11560
5940,6769,0.139,97.0,92709
549,643,0.156,95.5,7872
797,876,0.157,98.5,11729
219,259,0.154,88.0,3371
160,193,0.167,91.9,2412
2712,9817,0.523,29.6,41536
1199,1601,0.165,84.8,18646
2559,3722,0.2,73.8,39214
241,298,0.17,96.7,3594
1289,2357,0.263,61.4,18730
354,2114,0.834,17.7,5394
320,508,0.228,63.8,4880
139,195,0.193,71.8,2092
225,695,0.456,29.8,3330
458,1069,0.317,45.5,6706
206,364,0.256,63.9,3159
6362,19301,0.375,43.7,94618
441,1332,0.364,43.7,6689
226,1059,0.662,22.0,3330
280,305,0.147,94.7,4357
1296,1809,0.197,77.5,19930
170,2120,1.527,10.1,2569
4043,5560,0.187,78.9,58382
5776,8939,0.203,76.6,86017
366,4100,1.447,10.9,5251
744,2306,0.366,43.3,11633
144,269,0.232,64.6,2180
1621,4045,0.313,50.7,24523
680,921,0.17,80.0,10098
395,995,0.322,48.3,5752
309,1302,0.596,23.8,4492
1751,2067,0.146,97.9,25834
688,2300,0.433,31.8,10189
281,371,0.189,74.6,4038
1952,10544,0.72,22.9,29635
1256,3522,0.372,39.6,18241
3996,9147,0.327,49.8,57529
210,864,0.512,27.3,3166
2948,5616,0.279,50.5,43236
1835,9475,0.628,24.1,27881
201,363,0.241,60.3,3136
2037,3120,0.221,69.7,30304
727,5699,0.945,15.6,11251
5352,6888,0.18,88.4,80636
240,1031,0.555,26.7,3480
1580,5959,0.503,30.3,24727
566,1007,0.208,69.5,8912
5690,11922,0.299,52.2,84455
476,935,0.281,54.9,7271
5702,31989,0.682,21.5,86249
4491,5510,0.174,82.5,68018
368,734,0.234,65.5,5759
2937,18171,0.736,22.2,46368
6814,14336,0.318,43.7,98295
348,509,0.192,82.9,5373
730,1249,0.247,61.2,11043
1068,5634,0.762,19.8,15303
436,1157,0.376,43.5,6340
135,520,0.481,31.8,2123
315,732,0.283,56.6,4731
410,492,0.175,85.9,6026
771,1584,0.289,49.3,11342
267,631,0.318,49.0,3905
4043,5060,0.178,91.5,60906
2033,4255,0.259,61.9,31524
185,316,0.231,61.0,2791
1721,5967,0.43,33.6,25440
1738,3078,0.233,64.7,25797
5376,10082,0.246,61.8,84259
129,325,0.308,45.7,2023
368,403,0.143,99.2,5275
4851,7054,0.177,89.4,75391
5007,7397,0.203,77.5,76682
2294,4523,0.274,58.4,33518
2642,6258,0.316,51.6,39998
184,757,0.541,26.6,2860
992,3078,0.429,37.5,14931
332,505,0.195,79.7,4948
269,590,0.322,50.8,4063
3307,3654,0.16,89.4,47611
221,966,0.614,23.3,3391
847,1621,0.28,55.8,12509
5039,8966,0.239,68.2,78640
272,615,0.283,56.5,4137
6264,8740,0.174,90.0,91751
6339,7258,0.148,99.1,97790
1182,6519,0.766,20.4,17579
250,1520,0.733,21.7,3891
440,2281,0.725,21.7,6887
703,1052,0.218,71.3,10525
454,1018,0.313,43.5,6707
384,604,0.204,76.0,5995
6230,15266,0.321,46.5,89705
236,487,0.246,66.5,3644
2259,3425,0.193,79.3,35231
129,258,0.258,59.3,2003
1328,2733,0.281,58.6,20602
4602,27373,0.768,17.9,71976
423,1020,0.305,47.0,6169
275,529,0.262,59.1,4132
1687,3377,0.28,51.6,25598
2263,2508,0.16,91.1,32487
1941,2613,0.177,91.6,29510
449,645,0.181,84.0,6974
349,834,0.315,43.8,5364
5464,8566,0.194,74.6,84160
4937,11345,0.301,45.6,74077
781,3030,0.49,30.9,11967
3658,10081,0.343,40.9,54788
795,6175,0.981,16.4,11735
720,1891,0.382,39.9,10520
251,502,0.266,51.5,3692
686,829,0.15,96.0,10604
1049,3055,0.402,38.2,16371
146,185,0.159,91.2,2184
734,2614,0.492,30.6,11364
2716,13447,0.597,27.2,42513
1912,3420,0.257,56.7,28602
1572,2587,0.206,70.5,23996
4799,37223,1.141,14.0,70200
140,506,0.484,29.9,2146
1234,2210,0.269,51.0,17678
2976,7327,0.353,39.8,43522
1059,2010,0.22,74.1,16624
473,952,0.291,56.0,7100
228,970,0.58,24.4,3408
4378,5585,0.168,90.5,64412
840,2217,0.383,36.4,12613
4131,5859,0.205,75.8,62075
1301,1610,0.175,80.2,19786
1821,2030,0.141,96.7,27955
3238,7323,0.291,54.9,46499
1725,3106,0.221,65.4,26358
605,1792,0.344,40.1,9491
961,1706,0.225,71.0,14916
3195,7717,0.305,51.7,46278
580,1305,0.315,49.4,8626
625,838,0.187,87.0,9129
199,1468,1.031,14.5,2908
4927,5057,0.155,89.4,71594
191,240,0.158,86.7,2855
1629,2972,0.26,55.6,25253
647,1339,0.254,54.1,10070
656,1702,0.355,42.6,9776
1877,1751,0.136,99.5,28547
174,923,0.741,20.0,2600
1360,2198,0.222,63.1,20404
2760,4585,0.205,71.4,40991
3245,4348,0.165,94.1,51066
247,356,0.181,80.2,3897
4561,6621,0.214,67.9,66944
1683,10231,0.803,20.5,26049
4263,10251,0.359,43.6,62990
894,4697,0.669,22.5,13350
1164,1326,0.171,89.3,16669
5019,7359,0.198,77.5,72853
4467,6102,0.174,78.2,67600
778,1123,0.2,68.7,11546
375,833,0.278,55.6,5851
613,3044,0.621,23.5,9311
621,1471,0.344,39.7,9116
414,2020,0.645,22.3,6143
380,552,0.185,75.2,5719
3746,18766,0.665,24.4,58069
180,236,0.193,73.2,2628
1845,2612,0.193,72.3,28331
270,639,0.3,51.3,3932
518,2540,0.68,22.2,7697
167,465,0.397,38.3,2544
365,1005,0.382,38.8,5750
2622,3859,0.204,73.0,40416
4417,23094,0.783,20.2,63774
327,397,0.167,84.6,4757
823,1112,0.187,78.5,12262
836,4114,0.612,26.8,12592
4125,6178,0.188,74.7,60982
2626,4030,0.205,70.2,39536
1006,1459,0.182,77.3,14884
1803,6857,0.502,27.0,27580
3793,16745,0.592,24.2,55037
141,422,0.436,31.3,2076
633,1432,0.325,42.9,9672
4791,5807,0.179,81.4,69567
2410,3053,0.177,76.4,36207
1078,1483,0.169,93.3,16722
